Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,aqi_lag_14,ozone_dominant,ozone_dominant_lag1,had_rain,days_since_rain,aqi_rolling_7d_mean,aqi_rolling_7d_std
2021-04-05,56.0,42.0,56.0,23.6,11.1,0.0,14.6,145,9.8,69,1013.9,47,22.86,4,0,0,90.0,74.0,67.0,61.0,48.0,0,1.0,0,21.0,70.42857142857143,10.04750620563954
2021-04-06,58.0,47.0,58.0,24.2,10.8,0.0,18.6,167,10.1,71,1014.8,82,22.45,4,1,0,56.0,90.0,74.0,63.0,42.0,0,0.0,0,22.0,69.71428571428571,10.965313275874937
2021-04-07,60.0,67.0,67.0,26.9,10.7,0.0,18.9,205,9.3,64,1017.1,19,24.86,4,2,0,58.0,56.0,90.0,74.0,47.0,1,0.0,0,23.0,69.0,11.61895003862155
2021-04-08,60.0,47.0,60.0,26.5,11.4,0.0,26.9,176,9.0,64,1015.2,42,24.98,4,3,0,67.0,58.0,56.0,64.0,43.0,0,1.0,0,24.0,68.0,11.416362526361748
2021-04-09,65.0,64.0,65.0,27.0,11.4,0.0,20.6,198,8.8,62,1014.2,28,24.97,4,4,0,60.0,67.0,58.0,67.0,45.0,0,0.0,0,25.0,67.42857142857143,11.745313148331306
2021-04-10,68.0,80.0,80.0,27.9,11.1,0.0,17.7,144,8.2,59,1011.6,45,24.87,4,5,1,65.0,60.0,67.0,74.0,56.0,1,0.0,0,26.0,67.14285714285714,11.781745363464069
2021-04-11,72.0,67.0,72.0,25.5,12.4,0.0,16.1,174,11.0,71,1008.5,68,20.94,4,6,1,80.0,65.0,60.0,90.0,74.0,0,1.0,0,27.0,68.0,12.55653880122425
2021-04-12,68.0,64.0,68.0,22.2,13.0,0.0,19.1,207,10.6,71,1009.9,57,22.24,4,0,0,72.0,80.0,65.0,56.0,61.0,0,0.0,0,28.0,65.42857142857143,8.482474930842045
2021-04-13,59.0,44.0,59.0,19.5,12.9,1.4,16.9,220,9.7,71,1012.4,95,12.63,4,1,0,68.0,72.0,80.0,58.0,63.0,0,0.0,0,29.0,67.14285714285714,7.403345447127739
2021-04-14,56.0,49.0,56.0,18.1,11.0,0.3,19.3,224,6.6,62,1015.0,73,21.55,4,2,0,59.0,68.0,72.0,67.0,74.0,0,0.0,0,30.0,67.28571428571429,7.204495950775817
2021-04-15,61.0,46.0,61.0,21.5,8.1,0.0,21.9,207,6.9,66,1015.9,44,26.42,4,3,0,56.0,59.0,68.0,60.0,64.0,0,0.0,0,31.0,65.71428571428571,8.380817098474232
2021-04-16,62.0,51.0,62.0,23.8,10.1,0.0,23.4,219,8.4,66,1013.8,19,26.06,4,4,0,61.0,56.0,59.0,65.0,67.0,0,0.0,0,32.0,65.85714285714286,8.275034167674072
2021-04-17,65.0,58.0,65.0,25.2,11.0,0.0,19.1,190,10.3,71,1014.1,29,22.52,4,5,1,62.0,61.0,56.0,80.0,74.0,0,0.0,0,33.0,65.42857142857143,8.403514004214566
2021-04-18,44.0,54.0,54.0,32.8,10.4,0.0,18.6,351,-6.3,24,1015.0,0,28.22,4,6,1,65.0,62.0,61.0,72.0,90.0,1,0.0,0,34.0,63.285714285714285,5.4685246552195395
2021-04-19,55.0,77.0,77.0,32.5,12.9,0.0,23.2,203,-0.0,29,1014.7,0,27.89,4,0,0,54.0,65.0,62.0,68.0,56.0,1,1.0,0,35.0,60.714285714285715,4.889249625938854
2021-04-20,62.0,50.0,62.0,24.2,11.4,0.0,16.3,156,9.8,68,1012.7,29,26.41,4,1,0,77.0,54.0,65.0,59.0,58.0,0,1.0,0,36.0,62.0,7.571877794399157
2021-04-21,52.0,42.0,52.0,19.8,12.8,0.4,15.5,166,9.1,67,1012.0,80,15.63,4,2,0,62.0,77.0,54.0,56.0,67.0,0,0.0,0,37.0,62.42857142857143,7.457817885885218
2021-04-22,41.0,42.0,42.0,19.5,12.1,0.0,21.8,231,9.3,71,1013.9,74,17.55,4,3,0,52.0,62.0,77.0,61.0,60.0,1,0.0,0,38.0,61.857142857142854,8.153293228884396
2021-04-23,48.0,44.0,48.0,19.9,11.9,0.0,15.8,212,9.8,71,1016.4,89,20.42,4,4,0,42.0,52.0,62.0,62.0,65.0,0,1.0,0,39.0,59.142857142857146,11.111984092688905
2021-04-24,49.0,46.0,49.0,20.4,12.2,0.0,19.4,224,9.7,69,1015.8,64,22.08,4,5,1,48.0,42.0,52.0,65.0,80.0,0,0.0,0,40.0,57.142857142857146,11.753418955471524
2021-04-25,34.0,44.0,44.0,20.4,9.9,0.5,20.3,213,8.9,69,1012.9,76,19.85,4,6,1,49.0,48.0,42.0,54.0,72.0,1,0.0,0,41.0,54.857142857142854,11.52430144561931
2021-04-26,18.0,40.0,40.0,19.0,11.9,0.8,26.4,226,7.2,60,1011.5,68,22.17,4,0,0,44.0,49.0,48.0,77.0,68.0,1,1.0,0,42.0,53.42857142857143,12.245504520123294
2021-04-27,32.0,44.0,44.0,20.1,11.3,0.1,21.3,217,7.3,62,1013.9,36,23.35,4,1,0,40.0,44.0,49.0,62.0,59.0,1,1.0,0,43.0,48.142857142857146,7.403345447127347
2021-04-28,49.0,49.0,49.0,33.2,8.9,0.0,26.2,178,1.7,42,1016.8,1,28.82,4,2,0,44.0,40.0,44.0,52.0,56.0,0,1.0,0,44.0,45.57142857142857,4.237025012005189
2021-04-29,55.0,90.0,90.0,33.8,14.3,0.0,18.0,225,1.7,28,1018.6,6,28.54,4,3,0,49.0,44.0,40.0,42.0,61.0,1,0.0,0,45.0,45.142857142857146,3.579039509351677
2021-04-30,60.0,126.0,126.0,34.5,16.9,0.0,20.6,195,2.8,29,1016.4,24,28.72,4,4,0,90.0,49.0,44.0,48.0,62.0,1,1.0,0,46.0,52.0,17.0782512765987
2021-05-01,64.0,48.0,64.0,25.5,12.9,0.0,14.9,164,11.5,68,1013.5,84,23.97,5,5,1,126.0,90.0,49.0,49.0,65.0,0,1.0,0,47.0,63.142857142857146,32.50860691893003
2021-05-02,55.0,46.0,55.0,24.2,14.0,0.0,19.4,183,10.8,67,1010.5,40,24.29,5,6,1,64.0,126.0,90.0,44.0,54.0,0,0.0,0,48.0,65.28571428571429,31.909843234307456
2021-05-03,61.0,44.0,61.0,27.0,13.0,0.0,21.5,216,10.7,65,1010.5,35,27.17,5,0,0,55.0,64.0,126.0,40.0,77.0,0,0.0,0,49.0,66.85714285714286,30.943112165329673
2021-05-04,66.0,97.0,97.0,30.0,14.2,0.0,18.6,198,12.0,68,1012.8,32,25.2,5,1,0,61.0,55.0,64.0,44.0,62.0,1,0.0,0,50.0,69.85714285714286,28.85266349015588
2021-05-05,67.0,93.0,93.0,28.8,13.6,0.0,19.1,210,12.2,70,1013.8,37,27.8,5,2,0,97.0,61.0,55.0,49.0,52.0,1,1.0,0,51.0,77.42857142857143,27.873865554536327
2021-05-06,64.0,46.0,64.0,25.3,12.2,0.0,18.7,212,12.1,75,1016.3,44,25.12,5,3,0,93.0,97.0,61.0,90.0,42.0,0,1.0,0,52.0,83.71428571428571,25.230367190578427
2021-05-07,55.0,49.0,55.0,23.5,13.9,0.0,18.1,211,11.2,69,1015.3,44,25.63,5,4,0,64.0,93.0,97.0,126.0,48.0,0,0.0,0,53.0,80.0,26.051231576772974
2021-05-08,54.0,61.0,61.0,25.1,13.3,0.0,18.2,195,11.9,70,1013.4,40,23.61,5,5,1,55.0,64.0,93.0,64.0,49.0,1,0.0,0,54.0,69.85714285714286,17.61087326462946
2021-05-09,61.0,61.0,61.0,24.2,13.9,0.0,17.4,196,12.5,73,1012.6,51,23.05,5,6,1,61.0,55.0,64.0,55.0,44.0,0,1.0,0,55.0,69.42857142857143,17.812515664153047
2021-05-10,58.0,45.0,58.0,23.9,15.2,0.0,17.1,180,12.0,70,1012.2,60,18.89,5,0,0,61.0,61.0,55.0,61.0,40.0,0,0.0,0,56.0,70.28571428571429,17.13392624506748
2021-05-11,56.0,51.0,56.0,26.0,13.8,0.0,17.9,217,12.2,72,1013.0,42,25.64,5,1,0,58.0,61.0,61.0,97.0,44.0,0,0.0,0,57.0,69.85714285714286,17.43969200252231
2021-05-12,53.0,50.0,53.0,25.0,13.6,0.0,22.1,233,12.9,75,1016.0,44,25.17,5,2,0,56.0,58.0,61.0,93.0,49.0,0,0.0,0,58.0,64.0,13.165611772086976
2021-05-13,52.0,47.0,52.0,23.5,13.9,0.0,17.0,237,12.8,76,1016.5,42,24.35,5,3,0,53.0,56.0,58.0,64.0,90.0,0,0.0,0,59.0,58.285714285714285,3.903600291791583
2021-05-14,51.0,50.0,51.0,23.1,13.4,0.0,17.5,223,11.8,74,1014.9,48,24.85,5,4,0,52.0,53.0,56.0,55.0,126.0,0,0.0,0,60.0,56.57142857142857,3.5989416433669135
2021-05-15,36.0,46.0,46.0,22.8,13.9,0.3,19.4,197,11.0,68,1013.3,75,22.82,5,5,1,51.0,52.0,53.0,61.0,64.0,1,0.0,0,61.0,56.0,4.163331998929793
2021-05-16,20.0,41.0,41.0,20.0,14.0,0.9,15.0,220,10.2,68,1015.0,92,15.33,5,6,1,46.0,51.0,52.0,61.0,55.0,1,1.0,0,62.0,53.857142857142854,4.947341758577958
2021-05-17,29.0,44.0,44.0,22.7,13.7,0.0,21.9,227,11.1,71,1016.5,52,21.87,5,0,0,41.0,46.0,51.0,58.0,61.0,1,1.0,0,63.0,51.0,5.830951894843406
2021-05-18,41.0,49.0,49.0,25.4,12.8,0.0,18.2,205,12.1,71,1014.4,41,25.13,5,1,0,44.0,41.0,46.0,56.0,97.0,1,1.0,0,64.0,49.0,5.416025603088546
2021-05-19,52.0,54.0,54.0,24.7,14.3,0.0,18.6,196,12.1,71,1011.8,41,26.86,5,2,0,49.0,44.0,41.0,53.0,93.0,1,1.0,0,65.0,48.0,4.47213595499701
2021-05-20,55.0,49.0,55.0,25.4,14.6,0.0,20.7,164,9.9,61,1010.9,40,25.0,5,3,0,54.0,49.0,44.0,52.0,64.0,0,1.0,0,66.0,48.142857142857146,4.670066788548198
2021-05-21,50.0,44.0,50.0,24.4,11.1,0.1,30.3,246,4.7,52,1013.4,19,28.66,5,4,0,55.0,54.0,49.0,51.0,55.0,0,0.0,0,67.0,48.57142857142857,5.191568255581174
2021-05-22,54.0,44.0,54.0,22.6,11.8,0.1,23.7,193,7.7,60,1017.6,25,27.57,5,5,1,50.0,55.0,54.0,46.0,61.0,0,0.0,0,68.0,48.42857142857143,5.126959555691018
2021-05-23,54.0,43.0,54.0,24.2,10.6,0.0,21.8,229,7.1,56,1018.4,0,29.83,5,6,1,54.0,50.0,55.0,41.0,61.0,0,0.0,0,69.0,49.57142857142857,5.380741673074303
2021-05-24,54.0,84.0,84.0,32.3,12.6,0.0,22.9,256,3.7,35,1014.6,13,30.25,5,0,0,54.0,54.0,50.0,44.0,58.0,1,0.0,0,70.0,51.42857142857143,3.994043183587155
2021-05-25,57.0,80.0,80.0,31.0,16.1,0.0,20.3,189,8.0,40,1013.5,80,27.4,5,1,0,84.0,54.0,54.0,49.0,56.0,1,1.0,0,71.0,57.142857142857146,12.061351104920634
2021-05-26,62.0,43.0,62.0,27.0,14.7,0.0,17.4,167,12.9,67,1015.4,22,29.58,5,2,0,80.0,84.0,54.0,54.0,53.0,0,1.0,0,72.0,61.57142857142857,14.093227012257648
2021-05-27,60.0,51.0,60.0,24.4,13.3,0.0,17.1,190,11.4,68,1017.2,24,28.86,5,3,0,62.0,80.0,84.0,55.0,52.0,0,0.0,0,73.0,62.714285714285715,13.695671891930306
2021-05-28,59.0,71.0,71.0,25.1,12.0,0.0,18.1,207,11.8,71,1014.8,30,28.35,5,4,0,60.0,62.0,80.0,50.0,51.0,1,0.0,0,74.0,63.42857142857143,13.352367366339791
2021-05-29,55.0,47.0,55.0,23.6,14.3,0.0,16.6,180,11.9,71,1012.8,45,24.66,5,5,1,71.0,60.0,62.0,54.0,46.0,0,1.0,0,75.0,66.42857142857143,12.136132591797796
2021-05-30,55.0,48.0,55.0,25.5,12.9,0.0,17.8,216,12.0,71,1011.9,31,24.81,5,6,1,55.0,71.0,60.0,54.0,41.0,0,0.0,0,76.0,66.57142857142857,11.970201096293108
2021-05-31,56.0,51.0,56.0,26.5,14.4,0.0,16.3,222,12.8,71,1013.9,40,24.29,5,0,0,55.0,55.0,71.0,84.0,44.0,0,0.0,0,77.0,66.71428571428571,11.799919289473031
2022-03-01,39.0,43.0,43.0,30.8,9.6,0.0,20.5,214,-6.0,22,1017.4,0,20.26,3,1,0,42.0,46.0,46.0,39.0,39.0,1,0.0,0,43.0,43.0,4.830458915393546
2022-03-02,56.0,44.0,56.0,29.2,13.6,0.0,13.6,149,-4.1,21,1015.7,43,19.87,3,2,0,43.0,42.0,46.0,38.0,41.0,0,1.0,0,44.0,43.57142857142857,4.503966505835291
2022-03-03,67.0,47.0,67.0,22.5,10.6,0.7,18.9,137,7.9,63,1013.0,74,18.54,3,3,0,56.0,43.0,42.0,39.0,40.0,0,0.0,0,45.0,46.142857142857146,5.756983337029031
2022-03-04,30.0,37.0,37.0,17.9,9.9,10.9,25.0,210,8.9,75,1014.0,65,14.88,3,4,0,67.0,56.0,43.0,51.0,42.0,1,0.0,1,0.0,50.142857142857146,8.858678822271676
2022-03-05,34.0,40.0,40.0,15.7,8.5,1.1,25.8,259,4.2,63,1017.1,41,16.39,3,5,1,37.0,67.0,56.0,46.0,51.0,1,1.0,0,1.0,48.142857142857146,10.12305242879656
2022-03-06,41.0,40.0,41.0,17.4,4.3,0.0,18.4,14,2.6,60,1022.0,2,19.9,3,6,1,40.0,37.0,67.0,46.0,69.0,0,1.0,0,2.0,47.285714285714285,10.57850471024781
2022-03-07,48.0,41.0,48.0,22.4,5.6,0.0,18.8,101,1.4,53,1022.6,2,20.86,3,0,0,41.0,40.0,37.0,42.0,53.0,0,0.0,0,3.0,46.57142857142857,10.845231561337016
2022-03-08,39.0,43.0,43.0,21.7,4.6,0.0,19.5,256,-2.0,43,1019.7,0,21.09,3,1,0,48.0,41.0,40.0,43.0,39.0,1,0.0,0,4.0,47.42857142857143,10.659223593631049
2022-03-10,60.0,44.0,60.0,21.4,9.3,0.1,24.5,211,7.7,69,1014.8,26,19.4,3,3,0,43.0,48.0,41.0,56.0,38.0,0,1.0,0,5.0,47.42857142857143,10.659223593631049
2022-03-11,49.0,47.0,49.0,23.8,6.3,0.0,15.5,322,-8.6,23,1023.9,0,21.76,3,4,0,60.0,43.0,48.0,67.0,39.0,0,0.0,0,6.0,48.0,11.284207253205993
2022-03-12,41.0,49.0,49.0,26.7,7.4,0.0,24.4,271,-6.9,23,1021.3,0,21.87,3,5,1,49.0,60.0,43.0,37.0,51.0,1,0.0,0,7.0,45.42857142857143,7.7213371652208105
2022-03-13,55.0,50.0,55.0,22.8,9.2,0.0,18.3,153,4.5,51,1019.0,47,21.26,3,6,1,49.0,49.0,60.0,40.0,46.0,0,1.0,0,8.0,47.142857142857146,6.817344825968802
2022-03-15,59.0,44.0,59.0,25.5,10.1,0.0,21.4,192,7.2,58,1019.5,44,20.54,3,1,0,55.0,49.0,49.0,41.0,46.0,0,0.0,0,9.0,49.285714285714285,6.5501726622079035
2022-03-16,51.0,41.0,51.0,29.4,10.9,0.0,37.8,323,5.5,54,1015.7,25,21.23,3,2,0,59.0,55.0,49.0,48.0,42.0,0,0.0,0,10.0,51.857142857142854,6.283008075449628
2022-03-17,53.0,44.0,53.0,28.6,10.6,0.0,21.9,245,0.8,37,1016.6,52,21.32,3,3,0,51.0,59.0,55.0,43.0,43.0,0,0.0,0,11.0,52.285714285714285,6.074928962937493
2022-03-18,56.0,47.0,56.0,28.0,11.4,0.0,14.2,179,1.9,35,1016.3,9,22.65,3,4,0,53.0,51.0,59.0,60.0,56.0,0,0.0,0,12.0,53.714285714285715,4.498677054209451
2022-03-19,56.0,40.0,56.0,21.4,12.4,0.1,21.8,209,9.2,68,1015.6,84,18.72,3,5,1,56.0,53.0,51.0,49.0,67.0,0,0.0,0,13.0,53.142857142857146,3.760699023164754
2022-03-20,14.0,42.0,42.0,25.0,11.4,0.1,34.4,306,3.6,46,1013.8,25,22.35,3,6,1,56.0,56.0,53.0,49.0,37.0,1,0.0,0,14.0,54.142857142857146,3.387652649869227
2022-03-21,55.0,43.0,55.0,25.5,9.2,0.0,19.9,157,4.3,49,1017.4,64,22.25,3,0,0,42.0,56.0,56.0,55.0,40.0,0,1.0,0,15.0,53.142857142857146,5.520524474736587
2022-03-22,52.0,49.0,52.0,30.5,12.9,0.0,17.1,228,2.0,32,1017.1,10,22.78,3,1,0,55.0,42.0,56.0,59.0,41.0,0,0.0,0,16.0,53.142857142857146,5.520524474736587
2022-03-23,40.0,49.0,49.0,31.5,15.6,0.0,21.0,215,1.2,26,1018.5,0,22.95,3,2,0,52.0,55.0,42.0,51.0,48.0,1,0.0,0,17.0,52.142857142857146,4.879500364740091
2022-03-24,52.0,51.0,52.0,30.7,14.1,0.0,20.0,192,4.3,38,1016.6,18,23.14,3,3,0,49.0,52.0,55.0,53.0,43.0,0,1.0,0,18.0,51.857142857142854,5.014265364221554
